["port 1","BOTTOM"]
["port 2","BOTTOM"]
["port 3","TOP"]
["port 4","TOP"]
("port 1","mode 1",1,"port 1",1,"transmission")
(23, 3)
1.8737028624999997e+14 4.4197603966608231e-03 -1.9572982168423394e+00
1.8799485387083331e+14 2.0843356294026685e-03 -1.8263512452241983e+00
1.8861942149166662e+14 1.7020078515152012e-03 -1.7127580264544592e-01
1.8924398911249997e+14 2.4800279237014037e-03 -2.7442563759459809e-01
1.8986855673333331e+14 1.7425442827391083e-03 -9.8850361749360138e-01
1.9049312435416662e+14 1.0886909954641534e-03 -2.1872393713903420e+00
1.9111769197499997e+14 9.1351875054427125e-04 -5.0927313921092212e+00
1.9174225959583331e+14 3.4236210595941087e-03 -6.0119275842354947e+00
1.9236682721666666e+14 3.7911246747781508e-03 -6.3729174484261115e+00
1.9299139483749997e+14 1.6203681988983174e-03 -5.8206669431120099e+00
1.9359660086208747e+14 3.6998234135158705e-03 -4.7306420429965250e+00
1.9361596245833331e+14 3.5185984241889131e-03 -4.6943282803749149e+00
1.9363532405457916e+14 3.3298968419964814e-03 -4.6632467217073108e+00
1.9424053007916666e+14 4.3613629726104641e-03 -4.7065512698511052e+00
1.9486509769999997e+14 2.4752755743190674e-03 -4.5652083219614248e+00
1.9548966532083331e+14 1.5225304943510913e-03 -3.1240563614616970e+00
1.9611423294166666e+14 2.5418916605151136e-03 -2.6051646927731067e+00
1.9673880056250000e+14 1.7655887545789089e-03 -2.3155913822642655e+00
1.9736336818333331e+14 1.5819874089428982e-03 -8.1584143539826359e-01
1.9798793580416666e+14 3.1710292439865997e-03 -3.9656499535104534e-01
1.9861250342500000e+14 3.6412640009940399e-03 -1.9444344607780401e-01
1.9923707104583331e+14 3.4870429323502791e-03 1.4980652025743110e-01
1.9986163866666666e+14 3.4139289895978335e-03 6.6656788067473127e-01
("port 1","mode 1",1,"port 2",1,"transmission")
(23, 3)
1.8737028624999997e+14 3.2448515275477419e-01 1.6227174850482853e+00
1.8799485387083331e+14 2.8553052227533876e-01 4.4651230656989815e+00
1.8861942149166662e+14 2.4745281189344584e-01 7.3082167993849705e+00
1.8924398911249997e+14 2.1038343722092304e-01 1.0151322921562750e+01
1.8986855673333331e+14 1.7426745883939823e-01 1.2993458482982707e+01
1.9049312435416662e+14 1.3891020315231414e-01 1.5833515736180411e+01
1.9111769197499997e+14 1.0408165920614552e-01 1.8670444862101842e+01
1.9174225959583331e+14 6.9616566372008026e-02 2.1503396041357647e+01
1.9236682721666666e+14 3.5478643241807765e-02 2.4331610535377429e+01
1.9299139483749997e+14 1.8274135264610258e-03 2.7077781649516851e+01
1.9359660086208747e+14 3.0078271287098671e-02 2.6766670494878301e+01
1.9361596245833331e+14 3.1079930076249741e-02 2.6854207021158416e+01
1.9363532405457916e+14 3.2094320276664881e-02 2.6941716699761994e+01
1.9424053007916666e+14 6.3024212011469932e-02 2.9678536647760495e+01
1.9486509769999997e+14 9.3871479170866245e-02 3.2505365769633904e+01
1.9548966532083331e+14 1.2363974758701299e-01 3.5333356467787951e+01
1.9611423294166666e+14 1.5243983506593856e-01 3.8161971071394163e+01
1.9673880056250000e+14 1.8038919232154418e-01 4.0990420129133085e+01
1.9736336818333331e+14 2.0757683439788435e-01 4.3818277371207003e+01
1.9798793580416666e+14 2.3408877354329347e-01 4.6645120352086550e+01
1.9861250342500000e+14 2.5993368252905796e-01 4.9470569277340140e+01
1.9923707104583331e+14 2.8509889687792883e-01 5.2294519316728739e+01
1.9986163866666666e+14 3.0952997980867530e-01 5.5116986600646740e+01
("port 1","mode 1",1,"port 3",1,"transmission")
(23, 3)
1.8737028624999997e+14 1.1012147807908494e-03 2.8093256921789727e+00
1.8799485387083331e+14 1.0224606929283993e-03 1.7994488559826050e+00
1.8861942149166662e+14 5.9514281628125819e-04 4.9756504906315169e-01
1.8924398911249997e+14 6.4774706473403785e-04 -1.1593994655289444e+00
1.8986855673333331e+14 5.3630703325083381e-04 -2.2751484390655037e+00
1.9049312435416662e+14 2.2515844236467873e-04 -4.4191564562638881e+00
1.9111769197499997e+14 2.3863672673226011e-04 -6.2938803483670656e+00
1.9174225959583331e+14 2.7975703670016781e-04 -9.4311739637737233e+00
1.9236682721666666e+14 5.5851552036689713e-04 -1.0583628294384113e+01
1.9299139483749997e+14 4.3936296421619864e-04 -1.2105725940007517e+01
1.9359660086208747e+14 7.3731713289446900e-04 -1.3901497950704158e+01
1.9361596245833331e+14 7.2452043706305760e-04 -1.3762026338936204e+01
1.9363532405457916e+14 7.1068817773202507e-04 -1.3620106607511344e+01
1.9424053007916666e+14 8.1133975631909232e-04 -1.4819100763257723e+01
1.9486509769999997e+14 6.1826129460312732e-04 -1.6237028192275453e+01
1.9548966532083331e+14 7.5963425571399829e-04 -1.7566691319837826e+01
1.9611423294166666e+14 7.7926459196907879e-04 -1.8544770211852207e+01
1.9673880056250000e+14 8.1741037749179755e-04 -1.9937246673156572e+01
1.9736336818333331e+14 1.1219517211834356e-03 -2.1141532705255180e+01
1.9798793580416666e+14 9.4897060829656345e-04 -2.2247522019552484e+01
1.9861250342500000e+14 9.1539634079565121e-04 -2.3934025620502052e+01
