["port 1","BOTTOM"]
["port 2","BOTTOM"]
["port 3","TOP"]
["port 4","TOP"]
("port 1","mode 1",1,"port 1",1,"transmission")
(23, 3)
1.8737028624999997e+14 4.5791045243332310e-03 -2.0745901482252642e+00
1.8799485387083331e+14 1.8662375285695375e-03 -1.0454139017630864e+00
1.8861942149166662e+14 3.0162776741103434e-03 -1.1705082409692900e+00
1.8924398911249997e+14 9.5017183581233133e-04 5.2209519425120876e-01
1.8986855673333331e+14 1.9844774611626525e-03 -6.0724429035747196e-01
1.9049312435416662e+14 2.0208730869073231e-04 1.5391148084517241e+00
1.9111769197499997e+14 2.3770764457733354e-03 -3.1582271700128567e-01
1.9174225959583331e+14 1.2417584843999025e-03 -7.3763745287264815e-02
1.9236682721666666e+14 3.4620374776096409e-03 3.4266011727864293e-01
1.9299139483749997e+14 2.4765574437010094e-03 7.9443114156453987e-01
1.9359660086208747e+14 3.8970396714461848e-03 1.1405203848826861e+00
1.9361596245833331e+14 3.9077354377770645e-03 1.1686655236132402e+00
1.9363532405457916e+14 3.9131173484578934e-03 1.1972994052852846e+00
1.9424053007916666e+14 2.6328101159996970e-03 1.7161679796939660e+00
1.9486509769999997e+14 3.2147450936559747e-03 2.1027107605202691e+00
1.9548966532083331e+14 1.8015878077619022e-03 2.8855433800445782e+00
1.9611423294166666e+14 2.0614877654073762e-03 3.3805019516725112e+00
1.9673880056250000e+14 1.6286239845822231e-03 4.6887174010490806e+00
1.9736336818333331e+14 2.2169529132114118e-03 4.9995807004359474e+00
1.9798793580416666e+14 2.7432649230479246e-03 5.8923784722310142e+00
1.9861250342500000e+14 3.2528158899910306e-03 6.0395719837104078e+00
1.9923707104583331e+14 3.6710400277905381e-03 6.6537694133820846e+00
1.9986163866666666e+14 3.9931920963193002e-03 6.8121415808714589e+00
("port 1","mode 1",1,"port 2",1,"transmission")
(23, 3)
1.8737028624999997e+14 2.6799423853018539e-01 -1.8949149978545197e+00
1.8799485387083331e+14 2.9396275709815450e-01 3.0000903241865234e-01
1.8861942149166662e+14 3.1903381704334627e-01 2.4948899116275078e+00
1.8924398911249997e+14 3.4333078987702204e-01 4.6896175243838627e+00
1.8986855673333331e+14 3.6695350291548595e-01 6.8838993356840632e+00
1.9049312435416662e+14 3.8998207887652575e-01 9.0773903340715698e+00
1.9111769197499997e+14 4.1245274492555856e-01 1.1269890247870734e+01
1.9174225959583331e+14 4.3432129046740603e-01 1.3461142355423753e+01
1.9236682721666666e+14 4.5550984993168664e-01 1.5651050086596037e+01
1.9299139483749997e+14 4.7595443336862403e-01 1.7839787751929144e+01
1.9359660086208747e+14 4.9497880253143400e-01 1.9959622388626837e+01
1.9361596245833331e+14 4.9557897526577005e-01 2.0027424892130586e+01
1.9363532405457916e+14 4.9617466099658192e-01 2.0095159953105451e+01
1.9424053007916666e+14 5.1436088991593287e-01 2.2214053118346385e+01
1.9486509769999997e+14 5.3232140779877790e-01 2.4399949854237565e+01
1.9548966532083331e+14 5.4948995906287368e-01 2.6585077816968887e+01
1.9611423294166666e+14 5.6593657276175591e-01 2.8769627186839724e+01
1.9673880056250000e+14 5.8172356166339922e-01 3.0953501047930821e+01
1.9736336818333331e+14 5.9687969284370912e-01 3.3136651510756344e+01
1.9798793580416666e+14 6.1149297018044257e-01 3.5319138964628145e+01
1.9861250342500000e+14 6.2557678919671467e-01 3.7500873893158804e+01
1.9923707104583331e+14 6.3915839447380141e-01 3.9681717059899754e+01
1.9986163866666666e+14 6.5226240673896829e-01 4.1861784382335486e+01
("port 1","mode 1",1,"port 3",1,"transmission")
(23, 3)
1.8737028624999997e+14 3.9251730225784706e-04 -2.0670319651020299e+00
1.8799485387083331e+14 8.5917372330252407e-04 -4.3188248991885851e+00
1.8861942149166662e+14 7.0504098079111779e-04 -7.0710693840233425e+00
1.8924398911249997e+14 1.0817241035577651e-03 -9.4005364231335573e+00
1.8986855673333331e+14 1.1495359481434530e-03 -1.2169863642337575e+01
1.9049312435416662e+14 1.3419404586607665e-03 -1.4647213226903395e+01
1.9111769197499997e+14 1.5517004140498645e-03 -1.7416109597054231e+01
1.9174225959583331e+14 1.4408869517160772e-03 -1.9998535166197605e+01
1.9236682721666666e+14 1.6763386782411200e-03 -2.2665007652230749e+01
1.9299139483749997e+14 1.3779758147840499e-03 -2.5313766727579292e+01
1.9359660086208747e+14 1.5662578837063405e-03 -2.7954544698538282e+01
1.9361596245833331e+14 1.5698321836789650e-03 -2.7847314963474179e+01
1.9363532405457916e+14 1.5724308635730602e-03 -2.7740468550101696e+01
1.9424053007916666e+14 1.2610788346612333e-03 -3.0545111865949625e+01
1.9486509769999997e+14 1.3065884260291885e-03 -3.2975637416527960e+01
1.9548966532083331e+14 1.0935646736926546e-03 -3.5639954466752641e+01
