["port 1","BOTTOM"]
["port 2","BOTTOM"]
["port 3","TOP"]
["port 4","TOP"]
("port 1","mode 1",1,"port 1",1,"transmission")
(23, 3)
1.8737028624999997e+14 4.3003094080774568e-03 -2.1095116916880565e+00
1.8799485387083331e+14 2.7333097093012438e-03 -1.1552980480304944e+00
1.8861942149166662e+14 1.9378467454117905e-03 -1.2771437296198846e+00
1.8924398911249997e+14 1.8622439966167995e-03 -3.2348479390094309e-01
1.8986855673333331e+14 7.4767556411437137e-04 -5.5877369937310417e-01
1.9049312435416662e+14 1.2623297133861414e-03 -2.1476000589232674e-01
1.9111769197499997e+14 1.3470650570090333e-03 -3.7653536609719473e-01
1.9174225959583331e+14 2.1707703876993794e-03 4.0868912929134263e-02
1.9236682721666666e+14 2.7245489517253082e-03 3.4131175256740409e-01
1.9299139483749997e+14 3.1065860531828198e-03 8.5664380325842615e-01
1.9359660086208747e+14 3.1864225640866974e-03 1.0994718873702733e+00
1.9361596245833331e+14 3.2133921772831081e-03 1.1099035834739397e+00
1.9363532405457916e+14 3.2424811335387970e-03 1.1211897111406015e+00
1.9424053007916666e+14 3.5127622004806941e-03 1.7713471467820823e+00
1.9486509769999997e+14 2.0988642911433223e-03 2.1333004741646886e+00
1.9548966532083331e+14 2.7834750911718540e-03 2.6195549542173966e+00
1.9611423294166666e+14 1.8389926357280364e-03 3.9780511845033684e+00
1.9673880056250000e+14 1.1336909879687263e-03 4.0166052093280964e+00
1.9736336818333331e+14 2.9250941052228730e-03 5.1269005513880481e+00
1.9798793580416666e+14 2.2173020572502371e-03 6.0215557782831750e+00
1.9861250342500000e+14 3.4609996795947006e-03 5.9291307929541581e+00
1.9923707104583331e+14 3.8689312674528766e-03 6.7407480349995916e+00
1.9986163866666666e+14 3.5435672599685828e-03 6.7091417076918836e+00
("port 1","mode 1",1,"port 2",1,"transmission")
(23, 3)
1.8737028624999997e+14 5.4110651518056119e-01 -2.0721065615448242e+00
1.8799485387083331e+14 5.5912654346264767e-01 -2.0086551967088401e-01
1.8861942149166662e+14 5.7632561763168078e-01 1.6696659182223399e+00
1.8924398911249997e+14 5.9272232045779971e-01 3.5395830212365835e+00
1.8986855673333331e+14 6.0834804484012495e-01 5.4089527031214057e+00
1.9049312435416662e+14 6.2326792784737473e-01 7.2777997955229372e+00
1.9111769197499997e+14 6.3752427841564574e-01 9.1461384438787690e+00
1.9174225959583331e+14 6.5116839695388695e-01 1.1013984010700131e+01
1.9236682721666666e+14 6.6426988190458114e-01 1.2881305736445345e+01
1.9299139483749997e+14 6.7686820439969109e-01 1.4748140026225332e+01
1.9359660086208747e+14 6.8864892259613930e-01 1.6556460653268385e+01
1.9361596245833331e+14 6.8901953626805512e-01 1.6614309241337448e+01
1.9363532405457916e+14 6.8938824247920472e-01 1.6672155084929571e+01
1.9424053007916666e+14 7.0075957614714146e-01 1.8479841982788344e+01
1.9486509769999997e+14 7.1210243212303381e-01 2.0344682110063133e+01
1.9548966532083331e+14 7.2306954397339029e-01 2.2208786770074450e+01
1.9611423294166666e+14 7.3364996797438520e-01 2.4072116563263684e+01
1.9673880056250000e+14 7.4383445462355557e-01 2.5934630554048208e+01
1.9736336818333331e+14 7.5362221105896099e-01 2.7796357911799365e+01
1.9798793580416666e+14 7.6298531356755628e-01 2.9657295442197988e+01
1.9861250342500000e+14 7.7193354665885694e-01 3.1517467426325094e+01
1.9923707104583331e+14 7.8049624216048952e-01 3.3376934439951249e+01
1.9986163866666666e+14 7.8865236122239779e-01 3.5235632295911039e+01
("port 1","mode 1",1,"port 3",1,"transmission")
(23, 3)
1.8737028624999997e+14 1.0407119552145788e-03 -1.7861620197851011e+00
1.8799485387083331e+14 1.4099048589295748e-03 1.2556825111034442e+00
1.8861942149166662e+14 1.5142074204697370e-03 3.9622596609590528e+00
1.8924398911249997e+14 1.3502165766779495e-03 6.9768571246507491e+00
1.8986855673333331e+14 1.5562712867255484e-03 1.0011779679752191e+01
1.9049312435416662e+14 1.5900067196207063e-03 1.2897164291409778e+01
1.9111769197499997e+14 1.4218130915027505e-03 1.5926720131954594e+01
1.9174225959583331e+14 1.5077540246061509e-03 1.9067557812896727e+01
1.9236682721666666e+14 1.5767135024733012e-03 2.1997963015620371e+01
1.9299139483749997e+14 1.3399019823063340e-03 2.5101072433982807e+01
